7567773,7688784,1203958,1304079,33,717
7630273.339404611,1247304.593657783,34.0
7631764.274134295,1245587.648543242,34.0
7627795.497024741,1248224.254228717,35.0
7633004.384320699,1244265.1852598,35.0
7631887.944428686,1248403.922985207,35.0
7629950.422425131,1249175.195254161,35.0
7626654.133455704,1246402.161259236,36.0
7631640.318535039,1245130.499134041,36.0
7631880.807355552,1242530.28742792,36.0
7617830.275002081,1247855.881646686,36.0
7625235.424738283,1242043.688347792,36.0
7631671.440715431,1245240.295997527,36.0
7631369.85444913,1251257.541552131,39.0
7617238.072317075,1249799.799309138,40.0
7633004.384320699,1244265.1852598,41.0
7632820.318276715,1242564.033090909,41.0
7627688.890999006,1247851.713018696,41.0
7621750.488182963,1244492.790920646,41.0
7624061.038058836,1252510.951032856,42.0
7628220.002571807,1246383.614305961,42.0
7627222.132299827,1225295.582124688,43.0
7632739.846513428,1243182.874638747,44.0
7627160.389635384,1248402.373603764,54.0
7631964.137919994,1248913.164173016,55.0
7631184.23680117,1244838.97916206,56.0
7632357.766032871,1245410.038228213,57.0
7631211.17285596,1243761.088106554,58.0
7631640.318535039,1245130.499134041,59.0
7628924.956414173,1246671.107441435,59.0
7628645.919439746,1246752.870681774,59.0
7622550.981437558,1243347.252184216,59.0
7632171.816525942,1250372.233129387,59.0
7631721.935036036,1245432.766645995,59.0
7632792.157857629,1244453.185746948,59.0
7626056.611780073,1234925.566473601,60.0
7629884.320301566,1245974.805941468,60.0
7631487.01150974,1243000.189547214,60.0
7632607.450476848,1245354.671169158,60.0
7627884.134507326,1243024.335785502,60.0
7624328.820717309,1234842.043754796,60.0
7633012.69890771,1244335.183739386,60.0
7631405.598963612,1244989.991463057,60.0
7625235.424738283,1242043.688347792,60.0
7630784.784972722,1246754.90886588,60.0
7628961.215789822,1246342.130571146,60.0
7628859.007851899,1246442.377323551,60.0
7625314.499644518,1242208.563240084,61.0
7631157.448181631,1244192.838795061,61.0
7631357.094274671,1244226.360777109,61.0
7631892.420720556,1246080.514751373,61.0
7630813.874297608,1246184.981323566,61.0
7631903.99532913,1245946.413299531,61.0
7631305.852244894,1244622.49053805,64.0
7632779.388006151,1243937.948431836,64.0
7632805.97910801,1244376.330439953,64.0
7628645.919439746,1246752.870681774,65.0
7629129.529028453,1247793.31303701,65.0
7635888.629621233,1248151.363110975,65.0
7628929.306048449,1248746.465289654,65.0
7627829.789917823,1247169.313061177,65.0
7635017.137289424,1248802.300324566,66.0
7629679.466580767,1246042.587713558,66.0
7626284.989136169,1247680.840522938,66.0
7629535.534129601,1246954.46401375,66.0
7626597.025044853,1243774.934457012,66.0
7626675.146432796,1247067.285626401,66.0
7625223.623559808,1247786.402863039,68.0
7631563.195363691,1249856.541701183,69.0
7625968.528651386,1247193.681643686,73.0
7630989.488918815,1244247.163342344,73.0
7629863.798318438,1246692.038598511,81.0
7631721.935036036,1245432.766645995,82.0
7628141.217841798,1247187.059546364,82.0
7624876.545963548,1247757.724191973,83.0
7632361.580038549,1244680.667577502,83.0
7632775.28135628,1244555.726455273,83.0
7631778.251297204,1246169.187226811,83.0
7632584.668669779,1245745.589656868,83.0
7626705.312753076,1253172.617013735,83.0
7627055.632493042,1248032.170851712,83.0
7630273.339404611,1247304.593657783,83.0
7620360.786527278,1241062.828067914,84.0
7627141.232898808,1252472.03575984,84.0
7628961.215789822,1246342.130571146,84.0
7632792.157857629,1244453.185746948,84.0
7629031.74491548,1246639.0259192,84.0
7631387.654360436,1244315.752761459,84.0
7630841.96797986,1245380.061302944,84.0
7632506.855979303,1239596.397537705,84.0
7631946.431465326,1244583.906550724,86.0
7609370.672497926,1235728.437061286,86.0
7627884.134507326,1243024.335785502,87.0
7625206.995085046,1247626.402626728,87.0
7631443.631654983,1244489.251735578,87.0
7627937.531628196,1244151.365819816,87.0
7626652.294461183,1246435.018091506,87.0
7631474.779594555,1249875.996439602,88.0
7628933.326845182,1246987.508436649,88.0
7632432.538536337,1244009.397741005,88.0
7631937.419655412,1244070.284645341,88.0
7631025.462267332,1243714.52244996,88.0
7631127.476924623,1241519.258414084,89.0
7631180.593914493,1246402.64391453,89.0
7632003.782116776,1249260.177937296,89.0
7629121.101601731,1246978.184529578,89.0
7628068.181280233,1249204.374791007,89.0
7618905.859567631,1244214.80292007,89.0
7627974.429061348,1246092.227580244,89.0
7628890.598382203,1246104.257070198,89.0
7631209.039777396,1247086.187463875,90.0
7627618.425849536,1234309.764783863,90.0
7603551.003500282,1221211.10998218,90.0
7629177.192692408,1257064.086450971,90.0
7629928.895516402,1247923.310514244,90.0
7629683.987306084,1246648.880806804,90.0
7632763.074043726,1244992.026236739,91.0
7632871.845789984,1271760.207074279,91.0
7629702.352878042,1246120.987623936,91.0
7629078.332573913,1246989.188027581,91.0
7631250.758030634,1243439.502466169,91.0
7627041.965761155,1234754.964711382,91.0
7631523.023891769,1244728.149532854,92.0
7629425.96279057,1248313.074906896,93.0
7621247.956558363,1243509.378596019,95.0
7629832.707851334,1246546.045986773,105.0
7630260.819203724,1234604.003164162,105.0
7631407.399228721,1245203.106923427,107.0
7628931.992487016,1251152.664367369,107.0
7628889.427513387,1249768.972669041,107.0
7627358.43580949,1243204.254756062,107.0
7631523.124075199,1244728.649757299,107.0
7632283.842633966,1244683.06809735,107.0
7631272.648390515,1244545.964190018,107.0
7628101.217663181,1242626.945484836,107.0
7630058.5763638,1234884.856020853,107.0
7632116.973051373,1244481.787072538,107.0
7632304.456208166,1244735.28981142,107.0
7632804.772600681,1244086.418437056,107.0
7626567.850463023,1246413.051160055,107.0
7631184.23680117,1244838.97916206,108.0
7631171.323481416,1243667.5394164,108.0
7626668.139974814,1246703.827783552,108.0
7629759.055375665,1250034.14264338,108.0
7631475.177227885,1245298.335560553,108.0
7631021.726958277,1243633.419590795,108.0
