clusters,silhscore
2.0,0.5978264702913354
3.0,0.43833812252202614
4.0,0.37554938796029813
5.0,0.3841914665396846
6.0,0.3685748991209604
7.0,0.32101101876779564
8.0,0.3547793134286482
9.0,0.37858338041266637
10.0,0.3902139270627368
11.0,0.3921423229639489
12.0,0.3952761452928599
13.0,0.36056042966049534
14.0,0.362483016918029
15.0,0.37714212867200175
16.0,0.3866227556555412
17.0,0.4038998063851563
18.0,0.40316703359902617
19.0,0.39885209826515894
