sse_clusters
4579.542938542125
3068.9923565228055
2436.943006567293
1987.221241966329
1643.548588171768
1390.045384968769
1240.0223343136324
1098.6587229131956
987.2611881757462
878.6057707563842
788.7530758296647
700.2969598340661
636.3050761740111
583.9502039772705
548.5552636323938
514.4894506820293
478.98147937832044
462.11308835378077
433.6506375932091
410.52571297598587
385.127627052808
377.33853661296814
352.06058377469816
330.8455867033614
313.4336518359407
299.7653164491593
289.0459003876455
273.09530208447427
260.9887016271615
253.4146187642064
244.6116393468469
237.22659369713898
224.350740960875
216.6205532012143
210.60836466401366
205.3020701520366
196.90212899128724
186.6432493377552
181.1182578897951
174.9580350429819
171.45181928590836
166.8432246784398
162.24865307504663
159.05477271549057
152.66196434907522
151.2427192887687
146.17664707643772
141.71746671040503
139.27266879978805
